coeff,TMR,FMR
5.0,1.0,0.9999373040752351
2.5,1.0,0.9993730407523511
1.25,1.0,0.9532915360501567
0.625,0.9973667711598746,0.5315360501567398
0.3125,0.8949843260188087,0.02225705329153605
0.15625,0.11536050156739812,0.0
0.078125,0.0020689655172413794,0.0
0.1171875,0.02890282131661442,0.0
0.13671875,0.06225705329153605,0.0
0.126953125,0.0438871473354232,0.0
0.1318359375,0.05178683385579937,0.0
0.12939453125,0.0484012539184953,0.0
0.130615234375,0.05047021943573668,0.0
0.1300048828125,0.049529780564263326,0.0
0.13031005859375,0.05003134796238245,0.0
0.130157470703125,0.04971786833855799,0.0
0.146484375,0.0838871473354232,0.0
0.1513671875,0.09887147335423198,0.0
0.15380859375,0.10758620689655173,0.0
0.152587890625,0.10326018808777429,0.0
0.1519775390625,0.10094043887147336,0.0
0.15167236328125,0.1000626959247649,0.0
0.151519775390625,0.09962382445141066,0.0
0.234375,0.5225078369905957,0.00018808777429467084
0.1953125,0.28815047021943574,0.0
0.17578125,0.19059561128526645,0.0
0.166015625,0.14940438871473355,0.0
0.1708984375,0.17015673981191223,0.0
0.16845703125,0.1592476489028213,0.0
0.167236328125,0.1540438871473354,0.0
0.1666259765625,0.15191222570532914,0.0
0.16632080078125,0.15053291536050156,0.0
0.166168212890625,0.14996865203761756,0.0
0.185546875,0.23880877742946707,0.0
0.1806640625,0.21329153605015674,0.0
0.17822265625,0.2013793103448276,0.0
0.177001953125,0.19573667711598747,0.0
0.1776123046875,0.19843260188087775,0.0
0.17791748046875,0.19981191222570532,0.0
0.178070068359375,0.20056426332288402,0.0
0.1904296875,0.26351097178683386,0.0
0.18798828125,0.2501567398119122,0.0
0.186767578125,0.24463949843260188,0.0
0.1873779296875,0.2470846394984326,0.0
0.18768310546875,0.24852664576802508,0.0
0.187835693359375,0.24909090909090909,0.0
0.21484375,0.39962382445141065,0.0
0.205078125,0.33981191222570534,0.0
0.2001953125,0.3133542319749216,0.0
0.19775390625,0.30031347962382443,0.0
0.196533203125,0.2939184952978056,0.0
0.1971435546875,0.2973040752351097,0.0
0.19744873046875,0.2987460815047022,0.0
0.197601318359375,0.299435736677116,0.0
0.2099609375,0.3680877742946708,0.0
0.20751953125,0.353730407523511,0.0
0.206298828125,0.3471473354231975,0.0
0.2069091796875,0.350282131661442,0.0
0.20660400390625,0.3484639498432602,0.0
0.206756591796875,0.34927899686520375,0.0
0.224609375,0.46206896551724136,0.00012539184952978057
0.2197265625,0.4284012539184953,6.269592476489028e-05
0.21728515625,0.41454545454545455,6.269592476489028e-05
0.216064453125,0.40620689655172415,6.269592476489028e-05
0.2154541015625,0.4033228840125392,0.0
0.21514892578125,0.4012539184952978,0.0
0.214996337890625,0.40037617554858934,0.0
0.22216796875,0.4443260188087774,6.269592476489028e-05
0.223388671875,0.4531034482758621,6.269592476489028e-05
0.2227783203125,0.4489655172413793,6.269592476489028e-05
0.22308349609375,0.4509090909090909,6.269592476489028e-05
0.222930908203125,0.44990595611285267,6.269592476489028e-05
0.2294921875,0.4920376175548589,0.00012539184952978057
0.23193359375,0.506896551724138,0.00018808777429467084
0.230712890625,0.49956112852664575,0.00018808777429467084
0.2313232421875,0.5028213166144201,0.00018808777429467084
0.23101806640625,0.5008150470219436,0.00018808777429467084
0.230865478515625,0.4999373040752351,0.00018808777429467084
0.2734375,0.7512225705329154,0.005830721003134796
0.25390625,0.641128526645768,0.0016300940438871473
0.244140625,0.5835109717868339,0.000689655172413793
0.2392578125,0.552601880877743,0.0003761755485893417
0.23681640625,0.537115987460815,0.00018808777429467084
0.238037109375,0.5452037617554859,0.00025078369905956113
0.2386474609375,0.5489655172413793,0.0003761755485893417
0.23895263671875,0.5501567398119123,0.0003761755485893417
0.238800048828125,0.5495297805642633,0.0003761755485893417
0.2490234375,0.6121003134796238,0.0009404388714733542
0.24658203125,0.5983699059561128,0.0008150470219435736
0.247802734375,0.6061442006269593,0.0008777429467084639
0.2471923828125,0.6020689655172414,0.0008777429467084639
0.24688720703125,0.6004388714733543,0.0008150470219435736
0.246734619140625,0.5991849529780564,0.0008150470219435736
0.263671875,0.6995611285266458,0.003322884012539185
0.2587890625,0.6705329153605015,0.0019435736677115988
0.25634765625,0.6569278996865203,0.0017554858934169279
0.255126953125,0.6499059561128526,0.0017554858934169279
0.2557373046875,0.6538557993730407,0.0017554858934169279
0.25543212890625,0.6515360501567398,0.0017554858934169279
0.255279541015625,0.6505956112852664,0.0017554858934169279
0.2685546875,0.7261442006269593,0.00438871473354232
0.26611328125,0.7121003134796238,0.003573667711598746
0.264892578125,0.7067084639498432,0.003385579937304075
0.2642822265625,0.702884012539185,0.003322884012539185
0.26397705078125,0.7011912225705329,0.003322884012539185
0.263824462890625,0.7001253918495298,0.003322884012539185
0.27099609375,0.7396238244514106,0.004952978056426333
0.272216796875,0.7455799373040752,0.005391849529780565
0.2728271484375,0.7482131661442006,0.005642633228840125
0.27313232421875,0.7496551724137931,0.005705329153605015
0.273284912109375,0.7502194357366772,0.005830721003134796
0.29296875,0.834294670846395,0.012727272727272728
0.283203125,0.7955485893416928,0.009655172413793104
0.2880859375,0.8146081504702194,0.010721003134796238
0.28564453125,0.8053918495297806,0.010094043887147335
0.284423828125,0.8009404388714734,0.009968652037617555
0.2838134765625,0.7978056426332288,0.009843260188087774
0.28411865234375,0.7995611285266457,0.009968652037617555
0.284271240234375,0.8,0.009968652037617555
0.302734375,0.8678996865203762,0.017053291536050157
0.2978515625,0.8514733542319749,0.014670846394984326
0.29541015625,0.8431347962382445,0.013918495297805642
0.296630859375,0.847398119122257,0.014231974921630095
0.2972412109375,0.8495297805642633,0.014357366771159875
0.29754638671875,0.8503448275862069,0.014482758620689656
0.297393798828125,0.8500313479623824,0.014482758620689656
0.46875,0.9907836990595611,0.25843260188087774
0.390625,0.9752351097178683,0.11203761755485893
0.3515625,0.9539811912225705,0.05523510971786834
0.33203125,0.9304702194357367,0.036112852664576804
0.322265625,0.9156739811912226,0.0284012539184953
0.3173828125,0.9060188087774295,0.025956112852664578
0.31494140625,0.9006269592476489,0.023824451410658306
0.313720703125,0.8978056426332288,0.022946708463949844
0.3143310546875,0.899435736677116,0.023385579937304075
0.31463623046875,0.9,0.023448275862068966
0.314788818359375,0.9002507836990595,0.023448275862068966
0.341796875,0.944012539184953,0.04432601880877743
0.3466796875,0.9483385579937305,0.04890282131661442
0.34912109375,0.9514733542319749,0.05203761755485893
0.347900390625,0.9495924764890282,0.05053291536050157
0.3485107421875,0.9504702194357367,0.05134796238244514
0.34820556640625,0.9499686520376176,0.05084639498432602
0.348358154296875,0.9500940438871474,0.05122257053291536
7.5,1.0,1.0
8.75,1.0,1.0
9.375,1.0,1.0
9.6875,1.0,1.0
9.84375,1.0,1.0
9.921875,1.0,1.0
9.9609375,1.0,1.0
9.98046875,1.0,1.0
9.990234375,1.0,1.0
9.9951171875,1.0,1.0
9.99755859375,1.0,1.0
9.998779296875,1.0,1.0
9.9993896484375,1.0,1.0
9.99969482421875,1.0,1.0
9.999847412109375,1.0,1.0
